"","V1","V2","V3","V4"
"",4.03637494786259,620,95,48
"",4.05030830476042,620,94,49
"",4.05426259701211,619,95,49
"",4.05930821108785,618,96,49
"",4.06221976227486,617,97,49
"",4.07468344280364,616,98,49
"",4.10968372336861,615,99,49
"",4.11171988689441,614,100,49
"",4.11934547149247,613,101,49
"",4.12904552793231,612,102,49
"",4.15073886807644,611,103,49
"",4.15090797292881,610,104,49
"",4.15181299508386,610,103,50
"",4.15355374416544,609,104,50
"",4.16647000687342,608,105,50
"",4.16754853267794,608,104,51
"",4.17251089949294,607,105,51
"",4.17540200375221,606,106,51
"",4.1777137340061,605,107,51
"",4.18422968173519,604,108,51
"",4.19092605245576,603,109,51
"",4.19215624215251,602,110,51
"",4.19346326941241,601,111,51
"",4.19359388628571,600,112,51
"",4.19734756020687,599,113,51
"",4.20019059972234,599,112,52
"",4.20637266427981,598,113,52
"",4.21121546976653,598,112,53
"",4.2112239541444,597,113,53
"",4.2151070437706,597,112,54
"",4.2157702537472,596,113,54
"",4.22196624919217,595,114,54
"",4.22201023973204,594,115,54
"",4.22742624603953,593,116,54
"",4.23014256229664,592,117,54
"",4.23168310421814,591,118,54
"",4.23381800395721,590,119,54
"",4.2372228694195,589,120,54
"",4.2379761963147,588,121,54
"",4.24153331137159,588,120,55
"",4.24611242587653,587,121,55
"",4.24676408141034,587,120,56
"",4.24949408571789,586,121,56
"",4.25320188036166,585,122,56
"",4.26059470641373,585,121,57
"",4.26934595760255,585,120,58
"",4.27101320713611,585,119,59
"",4.27378708320824,584,120,59
"",4.28456593163451,583,121,59
"",4.28705010190919,582,122,59
"",4.28962748777057,581,123,59
"",4.29736883879194,580,124,59
"",4.30068145609152,579,125,59
"",4.31520837368027,578,126,59
"",4.32033961793808,577,127,59
"",4.32136281947591,576,128,59
"",4.3231191302567,575,129,59
"",4.32716134045966,574,130,59
"",4.32995491653838,573,131,59
"",4.33527031292219,572,132,59
"",4.33979888499644,571,133,59
"",4.34038742257681,571,132,60
"",4.34959465983064,570,133,60
"",4.35651339616798,569,134,60
"",4.36010706448982,568,135,60
"",4.36369404667833,567,136,60
"",4.3679240311312,567,135,61
"",4.36823864261067,566,136,61
"",4.37302727321656,565,137,61
"",4.37367701191445,565,136,62
"",4.37403726761615,564,137,62
"",4.38102415201565,563,138,62
"",4.38281313868742,562,139,62
"",4.38352325541988,561,140,62
"",4.38847571768767,561,139,63
"",4.38918265790245,561,138,64
"",4.39010076809665,560,139,64
"",4.39980119968369,559,140,64
"",4.40381690904763,559,139,65
"",4.40959908195897,559,138,66
"",4.41169969945968,559,137,67
"",4.41427918679747,559,136,68
"",4.41639934795424,559,135,69
"",4.41790908548774,559,134,70
"",4.43070227871799,558,135,70
"",4.43980285721918,557,136,70
"",4.44071134373063,557,135,71
"",4.44335199225092,556,136,71
"",4.44667443002365,555,137,71
"",4.4473677438156,555,136,72
"",4.44761266452841,554,137,72
"",4.44803295647715,554,136,73
"",4.45096588813893,554,135,74
"",4.4516292425875,553,136,74
"",4.4575876670886,552,137,74
"",4.46878322124948,551,138,74
"",4.47019388265091,550,139,74
"",4.48511913893471,549,140,74
"",4.48610517438061,549,139,75
"",4.48631765184266,548,140,75
"",4.48848237168573,547,141,75
"",4.49060125887355,546,142,75
"",4.49086174630146,545,143,75
"",4.49247024405803,545,142,76
"",4.49411336954742,544,143,76
"",4.5029406274866,544,142,77
"",4.50348459152906,543,143,77
"",4.50668952733731,542,144,77
"",4.512410305076,541,145,77
"",4.51772060080509,540,146,77
"",4.52499297107219,539,147,77
"",4.5257284342905,539,146,78
"",4.53163898681447,538,147,78
"",4.53253006144816,538,146,79
"",4.53751960699924,537,147,79
"",4.53840840602135,536,148,79
"",4.54039432299368,535,149,79
"",4.54261412739048,534,150,79
"",4.54392859505043,534,149,80
"",4.54555253510602,533,150,80
"",4.54870021103621,533,149,81
"",4.55696180952246,532,150,81
"",4.55776396395172,531,151,81
"",4.55905809261966,530,152,81
"",4.56181436560251,530,151,82
"",4.56782734931162,530,150,83
"",4.56956092903642,529,151,83
"",4.57345474771122,528,152,83
"",4.57653641861188,527,153,83
"",4.57864581181176,527,152,84
"",4.58883786665211,526,153,84
"",4.59142786680654,525,154,84
"",4.59202405805661,524,155,84
"",4.59919400515674,524,154,85
"",4.60194444666472,524,153,86
"",4.6035340423076,523,154,86
"",4.60539867998336,522,155,86
"",4.60619117787929,521,156,86
"",4.61030248127108,520,157,86
"",4.6130377370682,520,156,87
"",4.61613013234614,519,157,87
"",4.62708514916352,519,156,88
"",4.63571405889375,518,157,88
"",4.63762276256597,517,158,88
"",4.63815317779275,516,159,88
"",4.63995232552158,515,160,88
"",4.64149964032681,514,161,88
"",4.64486450864688,514,160,89
"",4.64693272347075,513,161,89
"",4.64937757925735,512,162,89
"",4.66525829993864,511,163,89
"",4.66714011967979,511,162,90
"",4.67161516714146,510,163,90
"",4.67201129424115,509,164,90
"",4.67437548701763,508,165,90
"",4.67784048793645,507,166,90
"",4.67803471135182,506,167,90
"",4.67918530706624,506,166,91
"",4.67920854657429,506,165,92
"",4.68197428280474,505,166,92
"",4.6823008566915,504,167,92
"",4.68433766890889,503,168,92
"",4.68660852834797,502,169,92
"",4.68990444168863,501,170,92
"",4.6949615745935,501,169,93
"",4.69952619765579,500,170,93
"",4.70693911831752,499,171,93
"",4.70764850950669,498,172,93
"",4.70769495628352,497,173,93
"",4.71412420857731,497,172,94
"",4.71691621859416,497,171,95
"",4.71812126557565,497,170,96
"",4.71968756120762,496,171,96
"",4.72321114603582,495,172,96
"",4.72554944543175,494,173,96
"",4.72959110362751,493,174,96
"",4.73644640387665,492,175,96
"",4.73674218950156,491,176,96
"",4.73760233722863,490,177,96
"",4.73891992086965,489,178,96
"",4.74713381776574,489,177,97
"",4.74985341675482,488,178,97
"",4.75166538594041,488,177,98
"",4.76330247079192,487,178,98
"",4.771438984555,486,179,98
"",4.77419509247614,485,180,98
"",4.77904872272736,484,181,98
"",4.78037001734557,483,182,98
"",4.7822286302077,482,183,98
"",4.78525332679734,481,184,98
"",4.78666605050996,480,185,98
"",4.78964121517733,479,186,98
"",4.79242323514761,478,187,98
"",4.79246062322101,478,186,99
"",4.80137280865973,478,185,100
"",4.80737641915757,477,186,100
"",4.81541322350921,476,187,100
"",4.82589202232734,475,188,100
"",4.83170964710803,475,187,101
"",4.83324152224148,474,188,101
"",4.8475936422982,473,189,101
"",4.8530774599026,473,188,102
"",4.85533061680179,472,189,102
"",4.85602166685794,471,190,102
"",4.85699671189557,470,191,102
"",4.8587650428401,470,190,103
"",4.85947476120878,470,189,104
"",4.86020652814358,469,190,104
"",4.86038590884585,469,189,105
"",4.86365255636061,468,190,105
"",4.86469063004336,468,189,106
"",4.8677349494211,468,188,107
"",4.86941393616187,468,187,108
"",4.88047160567643,468,186,109
"",4.8807241972062,467,187,109
"",4.88452932725939,466,188,109
"",4.8848233088041,465,189,109
"",4.88559496020358,464,190,109
"",4.88694016282157,463,191,109
"",4.89264429551766,462,192,109
"",4.89384245185481,461,193,109
"",4.89825041335235,460,194,109
"",4.89892302480473,459,195,109
"",4.90173191890403,459,194,110
"",4.90369587795248,458,195,110
"",4.90943474816721,458,194,111
"",4.91240433243302,457,195,111
"",4.91315057315079,456,196,111
"",4.91446867044874,455,197,111
"",4.91544251798151,454,198,111
"",4.91932616044571,453,199,111
"",4.92004131862697,452,200,111
"",4.92060254066826,451,201,111
"",4.92573178080642,451,200,112
"",4.92618332165468,451,199,113
"",4.9268940158359,450,200,113
"",4.92861744308418,449,201,113
"",4.93126301224463,448,202,113
"",4.93290746865595,447,203,113
"",4.9360531499042,447,202,114
"",4.94793559720566,447,201,115
"",4.95858639424089,447,200,116
"",4.95943821650715,446,201,116
"",4.96837841601771,445,202,116
"",4.96871032265568,444,203,116
"",4.96971917476074,443,204,116
"",4.97506303083909,443,203,117
"",4.97591676032191,442,204,117
"",4.97701734299581,441,205,117
"",4.98032305697627,441,204,118
"",4.98156024747097,441,203,119
"",4.98199932944188,441,202,120
"",4.99427096575939,440,203,120
"",4.99854980933985,439,204,120
"",5.00612951452423,439,203,121
"",5.00625629645217,438,204,121
"",5.01794151173528,437,205,121
"",5.01826225687191,437,204,122
"",5.02034948561016,437,203,123
"",5.02245675079869,436,204,123
"",5.02527333208501,436,203,124
"",5.034123135156,436,202,125
"",5.04013068276981,436,201,126
"",5.04290728975653,435,202,126
"",5.04647605373331,434,203,126
"",5.05558783906057,433,204,126
"",5.05911321634981,433,203,127
"",5.06762029333472,433,202,128
"",5.06833927597004,432,203,128
"",5.06937677109056,431,204,128
"",5.07284084336477,430,205,128
"",5.07452435323025,429,206,128
"",5.0753845949329,429,205,129
"",5.07653769044351,428,206,129
"",5.07699758887639,427,207,129
"",5.07808533546123,427,206,130
"",5.08370530067789,426,207,130
"",5.08922348649875,425,208,130
"",5.09047197004014,424,209,130
"",5.09116531189693,424,208,131
"",5.09355908703829,424,207,132
"",5.09629813851153,424,206,133
"",5.09945109247385,423,207,133
"",5.10428514212976,422,208,133
"",5.10584428026358,421,209,133
"",5.10727365525152,420,210,133
"",5.11325244400849,419,211,133
"",5.11385498996813,418,212,133
"",5.11518960696417,418,211,134
"",5.11542008055378,417,212,134
"",5.11594626686334,416,213,134
"",5.11728422559916,415,214,134
"",5.11742631038122,415,213,135
"",5.12272059436054,414,214,135
"",5.12354971243518,414,213,136
"",5.12622795203714,413,214,136
"",5.12761644065544,412,215,136
"",5.13347176878227,411,216,136
"",5.13373241700469,410,217,136
"",5.13697228670833,410,216,137
"",5.13902476365622,409,217,137
"",5.13939273711267,409,216,138
"",5.1413494673939,408,217,138
"",5.14195380616157,408,216,139
"",5.14550933483209,407,217,139
"",5.15081130308842,407,216,140
"",5.15092196839628,406,217,140
"",5.15156053176139,406,216,141
"",5.152004534985,406,215,142
"",5.16033272955281,405,216,142
"",5.16225207403389,404,217,142
"",5.17072633530342,404,216,143
"",5.17266990669718,403,217,143
"",5.17508446803516,402,218,143
"",5.17548014338228,402,217,144
"",5.18266653621232,401,218,144
"",5.18484600708855,400,219,144
"",5.18848555040953,399,220,144
"",5.18898639870236,399,219,145
"",5.1893481297762,398,220,145
"",5.19017430790567,397,221,145
"",5.19209142215997,397,220,146
"",5.19767129947004,396,221,146
"",5.19833723844582,395,222,146
"",5.20153433097453,394,223,146
"",5.2027238515938,394,222,147
"",5.20321413057671,394,221,148
"",5.21445841420808,393,222,148
"",5.21684432365314,392,223,148
"",5.21740139208297,391,224,148
"",5.22158356582301,391,223,149
"",5.22763182685153,391,222,150
"",5.23226677972878,390,223,150
"",5.23316094501057,389,224,150
"",5.24808456086449,388,225,150
"",5.25258024577856,387,226,150
"",5.25272571248092,386,227,150
"",5.2568950914232,385,228,150
"",5.26371965236432,384,229,150
"",5.26917261449147,383,230,150
"",5.26997670767997,382,231,150
"",5.27251748507437,381,232,150
"",5.27389775187288,380,233,150
"",5.27793270055425,379,234,150
"",5.28599808839138,379,233,151
"",5.28630385432727,378,234,151
"",5.28794331264991,378,233,152
"",5.2882346073209,378,232,153
"",5.2910126943151,377,233,153
"",5.2914105262046,376,234,153
"",5.29805351641567,376,233,154
"",5.30013501219515,375,234,154
"",5.3062835635387,374,235,154
"",5.30731071271214,374,234,155
"",5.31212995287371,373,235,155
"",5.31329200855082,373,234,156
"",5.31456736133018,372,235,156
"",5.31563561985338,372,234,157
"",5.31693284893029,371,235,157
"",5.32123498322592,370,236,157
"",5.32455631468267,369,237,157
"",5.3289384304686,368,238,157
"",5.33828761356049,368,237,158
"",5.3413329988204,368,236,159
"",5.34248109799544,368,235,160
"",5.34253495885935,367,236,160
"",5.34898723887961,366,237,160
"",5.3499813565227,365,238,160
"",5.35264731785385,365,237,161
"",5.35322620527834,364,238,161
"",5.35494779652886,364,237,162
"",5.35654496972831,364,236,163
"",5.3573366924848,364,235,164
"",5.35778321279972,363,236,164
"",5.36061634430416,362,237,164
"",5.36188976898134,362,236,165
"",5.37032195290148,361,237,165
"",5.37235603376328,361,236,166
"",5.37299971058284,360,237,166
"",5.37366365398371,359,238,166
"",5.37575962546749,358,239,166
"",5.3771409837287,357,240,166
"",5.37906115280746,356,241,166
"",5.39702305538507,356,240,167
"",5.39979608889499,355,241,167
"",5.40014117507505,354,242,167
"",5.40354215768832,354,241,168
"",5.40656285864815,353,242,168
"",5.40707704673563,353,241,169
"",5.40720033380068,352,242,169
"",5.41385622058727,351,243,169
"",5.41400370015418,351,242,170
"",5.41433236986752,350,243,170
"",5.41568327783805,350,242,171
"",5.41808483420432,349,243,171
"",5.42266177740784,348,244,171
"",5.42714143928812,347,245,171
"",5.42835500066653,346,246,171
"",5.42902071063452,346,245,172
"",5.43552068258904,345,246,172
"",5.43765622341614,344,247,172
"",5.44008735949338,344,246,173
"",5.44211431703231,343,247,173
"",5.44865861677955,342,248,173
"",5.46585247439421,341,249,173
"",5.47103734579514,340,250,173
"",5.47626263610097,340,249,174
"",5.47739462650371,339,250,174
"",5.49150873506303,339,249,175
"",5.49556827123409,338,250,175
"",5.50113658604828,338,249,176
"",5.50172854339206,338,248,177
"",5.51365595537799,337,249,177
"",5.52487923274972,337,248,178
"",5.52654780250686,336,249,178
"",5.5310755045206,335,250,178
"",5.53161314519637,335,249,179
"",5.53183341773658,334,250,179
"",5.5344640370407,334,249,180
"",5.54366253953882,333,250,180
"",5.54545692745161,332,251,180
"",5.54862657070911,331,252,180
"",5.54892516684009,331,251,181
"",5.55128292492222,331,250,182
"",5.55524108813385,330,251,182
"",5.55592332316016,329,252,182
"",5.55730769713737,328,253,182
"",5.558108482215,327,254,182
"",5.56512449762015,327,253,183
"",5.56758171553343,326,254,183
"",5.56771682579458,325,255,183
"",5.56804717082881,324,256,183
"",5.57688595705906,323,257,183
"",5.5788033732804,322,258,183
"",5.58135516878112,321,259,183
"",5.58141136357341,320,260,183
"",5.5915078373999,319,261,183
"",5.5922629365054,318,262,183
"",5.59384121729288,317,263,183
"",5.5954172777978,316,264,183
"",5.5992915295488,316,263,184
"",5.61242207414349,315,264,184
"",5.61428275992025,314,265,184
"",5.6167543143323,314,264,185
"",5.62260825180013,313,265,185
"",5.62383640746005,312,266,185
"",5.62983574217669,311,267,185
"",5.63140355665972,310,268,185
"",5.63419430964782,310,267,186
"",5.63969385740685,310,266,187
"",5.64214867830116,309,267,187
"",5.64697653647153,309,266,188
"",5.65247599987171,308,267,188
"",5.65633920115586,308,266,189
"",5.6564223930279,307,267,189
"",5.66501374407774,306,268,189
"",5.66722437222069,306,267,190
"",5.6716523518805,306,266,191
"",5.67347342433062,305,267,191
"",5.6775807342608,304,268,191
"",5.68071319491332,303,269,191
"",5.68143299054714,302,270,191
"",5.68699673912,301,271,191
"",5.68957366174533,300,272,191
"",5.69517398205079,300,271,192
"",5.69834092624851,299,272,192
"",5.69980241286958,298,273,192
"",5.71461218953231,297,274,192
"",5.71758543173965,296,275,192
"",5.72416586541565,296,274,193
"",5.72661227207542,295,275,193
"",5.72902692715484,295,274,194
"",5.72939658086904,295,273,195
"",5.72977393846526,294,274,195
"",5.7316747584353,294,273,196
"",5.73418314911812,294,272,197
"",5.73443434229896,293,273,197
"",5.73585599627364,292,274,197
"",5.7383458044495,291,275,197
"",5.73954672403269,290,276,197
"",5.74077831603624,289,277,197
"",5.742694557712,288,278,197
"",5.74871527274223,288,277,198
"",5.75135674410908,287,278,198
"",5.75405873332375,286,279,198
"",5.75716689916903,285,280,198
"",5.75804678751979,285,279,199
"",5.75999584081621,285,278,200
"",5.76494685049019,284,279,200
"",5.76805355690874,284,278,201
"",5.77166157074007,283,279,201
"",5.77728428278225,282,280,201
"",5.78880340220271,282,279,202
"",5.79265934487515,282,278,203
"",5.79304744364995,281,279,203
"",5.79323334779785,281,278,204
"",5.79542713681627,281,277,205
"",5.79863608453117,281,276,206
"",5.80138876603662,281,275,207
"",5.80341013006346,280,276,207
"",5.80889197762555,279,277,207
"",5.80923344782892,279,276,208
"",5.81378230959476,278,277,208
"",5.81641484105942,278,276,209
"",5.82074491533753,277,277,209
"",5.82128724289612,277,276,210
"",5.82218901194814,276,277,210
"",5.82495943036477,275,278,210
"",5.8254547668839,275,277,211
"",5.8264445794461,275,276,212
"",5.83070540101374,274,277,212
"",5.83579271606859,274,276,213
"",5.84024434955309,274,275,214
"",5.84331587219727,274,274,215
"",5.84426283929044,274,273,216
"",5.84479444474538,273,274,216
"",5.84755364601307,273,273,217
"",5.84912277574306,272,274,217
"",5.85138279558514,272,273,218
"",5.85170473281665,271,274,218
"",5.85314477710989,270,275,218
"",5.86073379324636,269,276,218
"",5.86136402862089,268,277,218
"",5.86424650955059,267,278,218
"",5.86487919978653,267,277,219
"",5.86502487126486,267,276,220
"",5.87048633334336,266,277,220
"",5.87145442744071,265,278,220
"",5.8734430723858,265,277,221
"",5.87706986608188,265,276,222
"",5.88169893419324,264,277,222
"",5.88286149508574,263,278,222
"",5.88421014754456,263,277,223
"",5.88938563383111,263,276,224
"",5.89340588093354,262,277,224
"",5.89622562576058,261,278,224
"",5.90381764762706,260,279,224
"",5.91177443108479,259,280,224
"",5.91769402518165,259,279,225
"",5.91946911948317,258,280,225
"",5.91982642009733,257,281,225
"",5.92021342605612,256,282,225
"",5.92236126196321,255,283,225
"",5.92258321020966,255,282,226
"",5.92979996646455,254,283,226
"",5.93043488974409,253,284,226
"",5.93399203236245,252,285,226
"",5.9383393170095,252,284,227
"",5.940766096079,251,285,227
"",5.94647004521753,251,284,228
"",5.951847599126,251,283,229
"",5.95255976918105,251,282,230
"",5.95341845041178,250,283,230
"",5.95616670315857,250,282,231
"",5.97000529283805,250,281,232
"",5.97377041651301,250,280,233
"",5.97800909470141,250,279,234
"",5.97831352051068,249,280,234
"",5.97903769479445,249,279,235
"",5.98362036732933,248,280,235
"",5.98372834060491,247,281,235
"",5.99178763365837,246,282,235
"",5.99351903731191,245,283,235
"",5.9944927690051,244,284,235
"",5.99515100213188,244,283,236
"",6.00215558543975,244,282,237
"",6.00276769695154,243,283,237
"",6.00541720002964,242,284,237
"",6.00709012272072,242,283,238
"",6.00808395740453,242,282,239
"",6.01014132550586,241,283,239
"",6.0145360291926,241,282,240
"",6.01492218552754,240,283,240
"",6.01910010809429,239,284,240
"",6.02149692537874,238,285,240
"",6.02196607140626,238,284,241
"",6.02366487567432,237,285,241
"",6.02761755612277,236,286,241
"",6.03119258970992,235,287,241
"",6.03475927949545,235,286,242
"",6.04752479883974,234,287,242
"",6.06909282840026,233,288,242
"",6.0779404470724,232,289,242
"",6.07818894244379,232,288,243
"",6.08203725213,231,289,243
"",6.08257839244333,231,288,244
"",6.08780549276127,230,289,244
"",6.09064925760787,229,290,244
"",6.10021799741718,228,291,244
"",6.10071410288407,227,292,244
"",6.10658724594991,226,293,244
"",6.10754451107927,225,294,244
"",6.11253160633687,224,295,244
"",6.11512276376519,223,296,244
"",6.12259523201621,222,297,244
"",6.12448150450429,221,298,244
"",6.12531973241059,220,299,244
"",6.12921231735244,219,300,244
"",6.13108763533289,218,301,244
"",6.13526172126851,217,302,244
"",6.14014136118335,217,301,245
"",6.14983449062799,216,302,245
"",6.15173582340746,215,303,245
"",6.15749350666454,214,304,245
"",6.15822532389999,213,305,245
"",6.16845966046497,212,306,245
"",6.17234290778387,212,305,246
"",6.18620320481684,211,306,246
"",6.18922602921999,211,305,247
"",6.18933330988598,211,304,248
"",6.19041011711495,210,305,248
"",6.19135698583364,210,304,249
"",6.19310976473528,210,303,250
"",6.19382565812157,210,302,251
"",6.19828787968994,209,303,251
"",6.20605447276313,209,302,252
"",6.20932027003155,209,301,253
"",6.21225550267096,208,302,253
"",6.21414758979109,208,301,254
"",6.215024520614,208,300,255
"",6.22468590645698,207,301,255
"",6.22698423551922,207,300,256
"",6.22788452376976,207,299,257
"",6.23039118810043,206,300,257
"",6.23225446521561,206,299,258
"",6.23425224913705,205,300,258
"",6.23828124739891,204,301,258
"",6.24326482712804,203,302,258
"",6.24571389178394,203,301,259
"",6.24832283202527,202,302,259
"",6.24931346726412,201,303,259
"",6.250849685037,201,302,260
"",6.25952929552001,200,303,260
"",6.26702554014248,200,302,261
"",6.26929745363228,200,301,262
"",6.27200609583213,200,300,263
"",6.27722295299519,200,299,264
"",6.28193547980135,199,300,264
"",6.28580195623745,199,299,265
"",6.28705507932569,198,300,265
"",6.28900492881478,197,301,265
"",6.29563093753045,197,300,266
"",6.29843161806263,197,299,267
"",6.29971995570624,196,300,267
"",6.30308814071522,196,299,268
"",6.3059926308254,196,298,269
"",6.30735270655126,195,299,269
"",6.3097772239738,194,300,269
"",6.31042769893526,194,299,270
"",6.32072162029256,194,298,271
"",6.32552585179546,193,299,271
"",6.33151518074847,192,300,271
"",6.33524683482022,191,301,271
"",6.33958292520061,190,302,271
"",6.34199786314661,190,301,272
"",6.34981823784558,189,302,272
"",6.36229359278442,188,303,272
"",6.36305777544577,188,302,273
"",6.36607376040508,187,303,273
"",6.37259985036445,186,304,273
"",6.37443459758041,186,303,274
"",6.3744399583034,186,302,275
"",6.37569380209516,186,301,276
"",6.37903509266922,186,300,277
"",6.38406086089234,186,299,278
"",6.38558498686344,186,298,279
"",6.38602493768897,185,299,279
"",6.38857044073185,185,298,280
"",6.39104264453272,185,297,281
"",6.39568946535912,184,298,281
"",6.397169837307,184,297,282
"",6.40382534617642,184,296,283
"",6.40568718714552,183,297,283
"",6.41299379655537,182,298,283
"",6.41354548640472,181,299,283
"",6.41433097629149,181,298,284
"",6.41772997287318,181,297,285
"",6.41841572287435,181,296,286
"",6.42350575884053,180,297,286
"",6.42609152459507,180,296,287
"",6.42916671918251,180,295,288
"",6.43742835672218,179,296,288
"",6.44874572438189,179,295,289
